Incident No.,Incident Type,Incident Date,Discovery Date,Country Role,Region,Country,City/Region,Location Type,Origin if known,Transit if known,Destination if known,Report grading,Verif means,Ultimate source type,Ult. Verif. Source,Ult. Source Reliability,Orig. Source Type,Medium,Original Source,Day,Month,Year,Day (+/-),Month (+/-),# Cheetahs,Units,Incident Description,Confiscated,Surrendered,Alive,Died,LTF/ UNK Fate,Action Taken,Outcome,Detecting agency,POI Assigned ID,Other info / URL
PT-2015-222,Possession/trade,15/07/2015,09/12/2018,D,Middle East,UAE,,Online,,,,D,Image search,E,Original source,F,C,Social Media,instagram.com,15,7,2015,,,1,Live,(Code 441-003): Age: 3M; Sex: 1U; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-441,
PT-2015-223,Possession/trade,16/07/2015,20/08/2015,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,16,7,2015,,,1,Live,(Code 024-014): Age: 4-5M?; Sex: 1U; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-024,
PT-2015-224,Possession/trade,16/07/2015,13/09/2016,D,Middle East,Qatar,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,16,7,2015,,,3,Live,(Code 299-003): Age: 2M; Sex: 3U; Price: UNK,0,0,0,0,3,,,Does not apply,POI/WB-299,
PT-2015-225,Possession/trade,20/07/2015,21/08/2016,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search,E,Original source,F,C,Social Media,instagram.com,20,7,2015,,,1,Live,(Code 020-005): Age: Adult; Sex: 1U; Price: pet?,0,0,0,0,1,,,Does not apply,POI/WB-020,
PT-2015-226,Seizure,21/07/2015,11/07/2016,D,Americas,Mexico,Aguascalientes,Zoo,,,,C,Seizure,A,PROFEPA Mexico,A,C,Newsletter/Media,"On the Trail No 10, p 73, IOL (ZA)",21,7,2015,,,4,Live,"cheetahs as part of 111 animals w/o papers, confiscated during an inspection by PROFEPA from a zoo in Aguascalientes (June 15-21). Species include 5 spotted hyenas, 4 brown hyena, 4 cheetah, 2 caracals, 2 cervals, 34 various antelopes and 11 African tortoises. ",4,0,4,0,0,"PROFEPA personnel in Aguascalientes inspected Zoológico “El Serengueti y El Jocoque”, in the municipality of San José de Gracia in Aguascalientes, where they found that the zoo lacks an up-to-date inventory of wildlife held and found unauthorized species. ",No additional information.,PROFEPA,Unknown,http://www.robindesbois.org/wp-content/uploads/2015/12/ON_THE_TRAIL_10.pdf; http://www.profepa.gob.mx/innovaportal/v/7401/1/mx/asegura_profepa_377_ejemplares_%E2%80%A6
PT-2015-227,Possession/trade,24/07/2015,12/09/2015,D,Middle East,Kuwait,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,24,7,2015,,,1,Live,(Code 172-008): Age: 2Y; Sex: 1M; Price: UNK,0,0,0,0,1,"7-Oct-15: Shared dealer's info with CITES National MAs, Enforcement and INTERPOL.",Unknown outcome.,Does not apply,POI/WB-172,
PT-2015-228,Possession/trade,25/07/2015,14/08/2016,D,Middle East,Qatar,,Online,,,,D,Image search,E,Original source,F,C,eCommerce,mzadqatar.com,25,7,2015,,,1,Live,(Code 292-001): Age: 5M; Sex: 1U; Price: 50000 QAR,0,0,0,0,1,,,Does not apply,POI/WB-292,
PT-2015-229,Possession/trade,25/07/2015,13/01/2017,D,Middle East,Qatar,,Online,,,,D,Unable to verify. Post deleted.,E,Original source,F,C,Social Media,instagram.com,25,7,2015,,,1,Live,(Code 284-002): Age: Unk; Sex: 1U; Price: 50000 QAR,0,0,0,0,1,,,Does not apply,POI/WB-284,
PT-2015-230,Seizure,01/08/2015,12/09/2015,O/T,East Africa,Uganda,,Rural area,,,,B,Photo,A,Original source,A,C,Newsletter,EAGLE Network,1,8,2015,,,1,Skin,"plus antelope horns, serval skins, python skin and other contraband. The trafficker is a business woman, dealing in crafts.",1,0,0,1,0,,Woman was prosecuted and sentenced one and half year in prison and penalty of 280 USD. EAGLE Uganda appealed against the sentence as according to the law the penalty must not be smaller than the value of the contraband. Unknown outcome.,EAGLE Uganda,Unknown,
PT-2015-231,Possession/trade,01/08/2015,13/09/2015,D,Middle East,Qatar,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,1,8,2015,,,1,Live,(Code 283-007): Age: 2-3M; Sex: 1U; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-283,
PT-2015-232,Possession/trade,03/08/2015,01/09/2016,D,Middle East,UAE,,Online,,,,D,Image search,E,Original source,F,C,Social Media,instagram.com,3,8,2015,,,1,Live,(Code 317-001): Age: 2-3M; Sex: 1U; Price: UNK (sold),0,0,1,0,0,,Once cheetah appears as sold in Aug 2015. ,Does not apply,POI/WB-317,
PT-2015-233,Possession/trade,05/08/2015,26/09/2015,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,5,8,2015,,,1,Live,(Code 323-001): Age: 6M; Sex: 1U; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-323,
PT-2015-234,Possession/trade,05/08/2015,13/09/2016,D,Middle East,Qatar,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,5,8,2015,,,1,Live,(Code 299-004): Age: 1Y; Sex: 1U; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-299,
PT-2015-235,Possession/trade,05/08/2015,19/09/2016,D,Middle East,UAE,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,5,8,2015,,,1,Live,(Code 327-004): Age: Adult; Sex: 1U; Price: pet?,0,0,0,0,1,,,Does not apply,POI/WB-327,
PT-2015-236,Possession/trade,05/08/2015,11/01/2017,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search,E,Original source,F,C,Social Media,instagram.com,5,8,2015,,,1,Live,(Code 005-007): Age: 3M?; Sex: 1U; Price: pet?,0,0,0,0,1,,,Does not apply,POI/WB-005,
PT-2015-237,Possession/trade,06/08/2015,15/09/2015,D,Middle East,UAE,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,6,8,2015,,,1,Live,(Code 311-003): Age: 3-4M; Sex: 1M; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-311,
PT-2015-238,Possession/trade,06/08/2015,15/12/2015,T/D,Middle East,Saudi Arabia,Mecca,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,6,8,2015,,,1,Live,(Code 120-051): Age: 7M; Sex: 1F; Price: 27000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-120,
PT-2015-239,Possession/trade,07/08/2015,01/10/2020,T/D,Middle East,Saudi Arabia,Riyadh,Online,,,,D,Image,E,Original source,F,C,Social media,twitter.com,7,8,2015,,,1,Live,(Code 618-006) Embalmed. Age: 6M; Sex: 1U; Price: Unk,0,0,0,1,0,,,Does not apply,POI/WB-618,
PT-2015-240,Possession/trade,08/08/2015,19/09/2015,T/D,Middle East,Saudi Arabia,Mecca,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,8,8,2015,,,2,Live,(Code 120-052): Age: 2M; Sex: 2F; Price: 33000 SAR,0,0,0,0,2,,,Does not apply,POI/WB-120,
PT-2015-241,Possession/trade,08/08/2015,22/09/2015,T/D,Middle East,Saudi Arabia,Riyadh,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,"instagram.com, twitter.com",8,8,2015,,,1,Live,(Code 007-013): Age: 10M; Sex: 1M; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-007,
PT-2015-242,Possession/trade,08/08/2015,19/08/2016,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,8,8,2015,,,1,Live,(Code 077-006): Age: 6M?; Sex: 1U; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-077,
PT-2015-243,Possession/trade,09/08/2015,14/12/2015,D,Middle East,Kuwait,,Online,,,,D,Image search,E,Original source,F,C,Phone App,4sale via research volunteer (25),9,8,2015,,,1,Live,(Code 195-001): Age: Adult; Sex: 1U; Price: 2200 KWD,0,0,0,0,1,,,Does not apply,POI/WB-195,
PT-2015-244,Seizure,12/08/2015,29/11/2018,O/D,Southern Africa,South Africa,Vryburg (NEP),Farm,,,,A,Seizure,A,Original source,A,B,Court records,Mahikeng Court,12,8,2015,,,1,Live,"cub at farm of POI93. Based on information from PT-2015-232 suspects, the WO with the assistance of a constable set off to conduct a search and seizure at the farm owned by POI93 in Hartswater area, where they seized amongst other things, rifles, animal medication and the Cubthird cub.",0,0,1,0,0,POI93  launched an application in the Mahikeng High Court on the basis that the search and seizure was unlawful. See Court records CASE NO.: M320/15 STOLTZ,"11-Feb-16: The High Court declared that the search warrant carried out by the WO on the Applicant’s Farm in respect of the cub and the medicine found on the Farm was unlawful and ordered the return of the cub and the medicine amongst other items. The High Court also held that the order does not however, constitute authority to possess the cub and the medicine. ",Kimberley Organised Crime Unit: Stock Theft Unit,POI-93,http://www.saflii.org/za/cases/ZANWHC/2016/4.pdf
PT-2015-245,Seizure,12/08/2015,18/05/2020,O/D,Southern Africa,South Africa,Vryburg (NEP),Farm,,,,A,Seizure,A,SA Police Service,A,C,Media,Netwerk24 (ZA),12,8,2015,,,3,Live,suspect arrested with 2 cubs and subsequent search on a farm in Hartswater area found a third cub.,3,0,3,0,0,The cubs were taken to a rehabilitation center.,"2-Sep-19: Last week Hartswater court emitted sentence for illegal posession of cheetah cubs. Subject 1 sentenced to R5,000 or 12 months; subject 2: R10,000 or 2 years in prison.",Kimberley Organised Crime Unit: Stock Theft Unit,"POI-66, POI-67",https://www.saps.gov.za/newsroom/msspeechdetail.php?nid=22104
PT-2015-246,Possession/trade,13/08/2015,25/11/2016,D,Middle East,UAE,Abu Dhabi,Unknown,,,,B,Zoo or rescue center report,B,Original source,A,C,Database,Int'l Cheetah Studbook (2017),31,8,2015,-14,,1,Live,"adult female poss. surrendered pet, unknown birth type",0,1,1,0,0,,Studbook # on file. Shortly transferred to RAK Zoo,Does not apply,Unknown,https://cheetah.org/resource-library/2017-international-cheetah-studbook/
PT-2015-247,Possession/trade,15/08/2015,13/09/2016,D,Middle East,Qatar,,Online,,,,D,Image search,E,Original source,F,C,Social Media,instagram.com,15,8,2015,,,2,Live,(Code 272-003): Age: 3-4M; Sex: 2U; Price: pet?,0,0,0,0,2,,,Does not apply,POI/WB-272,
PT-2015-248,Possession/trade,17/08/2015,19/08/2016,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search,E,Original source,F,C,Social Media,instagram.com,17,8,2015,,,3,Live,(Code 037-001): Age: 2M; Sex: 3U; Price: UNK,0,0,0,0,3,,,Does not apply,POI/WB-037,
PT-2015-249,Possession/trade,18/08/2015,11/08/2016,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search,E,Original source,F,C,Social Media,instagram.com,18,8,2015,,,2,Live,(Code 033-001): Age: 6M?; Sex: 2U; Price: pet?,0,0,0,0,2,,,Does not apply,POI/WB-033,
PT-2015-250,Possession/trade,18/08/2015,12/01/2017,D,Middle East,Kuwait,,Online,,,,D,Image search,E,Original source,F,C,Social Media,instagram.com,18,8,2015,,,1,Live,(Code 407-001): Age: Adult; Sex: 1U; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-407,
PT-2015-251,Possession/trade,19/08/2015,19/09/2015,T/D,Middle East,Saudi Arabia,Mecca,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,19,8,2015,,,1,Live,(Code 120-053): Age: 9M; Sex: 1U; Price: 45000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-120,
PT-2015-252,Possession/trade,19/08/2015,20/09/2015,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,19,8,2015,,,1,Live,(Code 068-008): Age: 3M; Sex: 1U; Price: 35000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-068,
PT-2015-253,Possession/trade,20/08/2015,14/09/2015,D,Middle East,Qatar,,Online,,,,D,Image search,E,Original source,F,C,Social Media,instagram.com,20,8,2015,,,2,Live,(Code 292-002): Age: 1Y; Sex: 2U; Price: UNK,0,0,0,0,2,,,Does not apply,POI/WB-292,
PT-2015-254,Possession/trade,20/08/2015,12/08/2016,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search,E,Original source,F,C,Social Media,instagram.com,20,8,2015,,,1,Live,(Code 015-002): Age: Adult; Sex: 1U; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-015,
PT-2015-255,Possession/trade,20/08/2015,26/03/2017,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search,E,Original source,F,C,Social Media,twitter.com,20,8,2015,,,2,Live,(Code 038-005): Age: 2-3M; Sex: 2U; Price: UNK,0,0,0,0,2,,,Does not apply,POI/WB-038,
PT-2015-256,Possession/trade,21/08/2015,13/03/2017,D,Middle East,UAE,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,21,8,2015,,,3,Live,(Code 311-004): Age: 3M?; Sex: 3U; Price: UNK,0,0,0,0,3,,,Does not apply,POI/WB-311,
PT-2015-257,Possession/trade,21/08/2015,07/10/2020,D,Middle East,UAE,,Online,,,,D,Image,E,Original source,F,C,Social media,flickr.com,21,8,2015,,,2,Live,(Code 356-002): Age: 5M; Sex: 2U; Price: Unk ,0,0,0,0,2,,,Does not apply,POI/WB-356,
PT-2015-258,Possession/trade,23/08/2015,23/08/2015,O/T,East Africa,Somaliland,Qollcadee (Qool Cadday),Rural area,,,,A,Direct/Photos,C,Informant,F,A,Email,SLD field team,23,8,2015,,,4,Live,"Cubs (and two caracals) offered for sale by two new guys [names on file]. These people seem to be connected with military as they seem to go  back and forth with cheetah quite often.  Cheetahs are kept ~40km from Hargeisa (Qollcadee which is close to Hunduli, both somehow in direction to Selahle).",0,0,0,0,4,Sent information to Min.of Environment. No reply was received.,Unknown outcome.,Does not apply,"POI-68, POI-69",
PT-2015-259,Possession/trade,23/08/2015,24/05/2016,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,23,8,2015,,,1,Live,(Code 046-005): Age: Adult; Sex: 1U; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-046,
PT-2015-260,Possession/trade,24/08/2015,11/09/2015,T/D,Middle East,Saudi Arabia,Riyadh,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,24,8,2015,,,2,Live,"(Code 134-018): Age: 5M; Sex: 1M, 1F; Price: 25000 SAR",0,0,0,0,2,"7-Oct-15: Shared dealer's info with CITES National MAs, Enforcement and INTERPOL.",Unknown outcome.,Does not apply,POI/WB-134,
PT-2015-261,Possession/trade,24/08/2015,23/09/2015,T/D,Middle East,Saudi Arabia,Taif (Yamama),Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,24,8,2015,,,4,Live,(Code 144-002): Age: 3M; Sex: 4U; Price: 33000 SAR,0,0,0,0,4,,,Does not apply,POI/WB-144,
PT-2015-262,Possession/trade,24/08/2015,23/09/2015,T/D,Middle East,Saudi Arabia,Taif (Yamama),Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,24,8,2015,,,2,Live,(Code 144-001): (At least 2 cubs): Age: 2M; Sex: 2U; Price: UNK,0,0,0,0,2,,,Does not apply,POI/WB-144,
PT-2015-263,Possession/trade,24/08/2015,09/11/2015,D,Middle East,UAE,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,24,8,2015,,,1,Live,(Code 320-005): Age: 2M; Sex: 1U; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-320,
PT-2015-264,Possession/trade,25/08/2015,03/01/2017,D,Middle East,Qatar,,Online,,,,D,Image search,E,Original source,F,C,Social Media,"instagram.com, twitter.com",25,8,2015,,,1,Live,(Code 287-001): Age: 4M; Sex: 1F; Price: 10000 QAR,0,0,0,0,1,,,Does not apply,POI/WB-287,
PT-2015-265,Possession/trade,26/08/2015,23/09/2015,T/D,Middle East,Saudi Arabia,Taif (Yamama),Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,26,8,2015,,,12,Live,(Code 144-003): (At least 12 cubs): Age: 2M?; Sex: 12U; Price: UNK,0,0,0,0,12,,,Does not apply,POI/WB-144,
PT-2015-266,Possession/trade,26/08/2015,11/07/2020,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search,E,Original source,F,C,Social Media,instagram.com,26,8,2015,,,1,Live,(Code 550-001): Age: Adult; Sex: 1U; Price: Unk,0,0,0,0,1,,,Does not apply,POI/WB-550,
PT-2015-267,Possession/trade,27/08/2015,19/09/2015,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,27,8,2015,,,2,Live,"(Code 120-054): (At least 2 cubs): Age: 3M; Sex: M,F; Price: UNK",0,0,0,0,2,,,Does not apply,POI/WB-120,
PT-2015-268,Possession/trade,27/08/2015,23/09/2015,T/D,Middle East,Saudi Arabia,Taif (Yamama),Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,27,8,2015,,,6,Live,(Code 144-004): (At least 6 cubs): Age: 2-3M; Sex: 6U; Price: UNK,0,0,0,0,6,"7-Oct-15: Shared dealer's info with CITES National MAs, Enforcement and INTERPOL.",Unknown outcome.,Does not apply,POI/WB-144,
PT-2015-269,Possession/trade,27/08/2015,11/01/2016,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,27,8,2015,,,1,Live,(Code 040-001): Age: Adult; Sex: 1U; Price: pet?,0,0,0,0,1,,,Does not apply,POI/WB-040,
PT-2015-270,Possession/trade,27/08/2015,09/09/2016,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search,E,Original source,F,C,Social Media,instagram.com,27,8,2015,,,1,Live,"(Code 028-001): Age: Adult; Sex: 1F; Price: pet, for sale",0,0,0,0,1,,,Does not apply,POI/WB-028,
PT-2015-271,Possession/trade,29/08/2015,22/09/2015,T/D,Middle East,Saudi Arabia,Mecca,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,29,8,2015,,,1,Live,(Code 124-001): Age: 3M; Sex: 1U; Price: 30000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-124,
PT-2015-272,Possession/trade,01/09/2015,13/09/2015,T/D,Middle East,Saudi Arabia,,Online,,,,E,Unable to verify,E,Original source,F,C,Social Media/eCommerce,"youtube.com, magallaty.net",1,9,2015,,,1,Live,(Code 048-001): Age: 4M; Sex: 1U; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-048,
PT-2015-273,Possession/trade,01/09/2015,04/07/2020,T/D,Middle East,Saudi Arabia,Abha,Online,,,,D,Image search,E,Original source,B,C,Social Media,instagram.com,9,1,2015,,,1,Live,(Code 536-005): Age:  3M; Sex:  1U; Price: Unk,0,0,0,0,1,,,Does not apply,POI/WB-536,
PT-2015-274,Possession/trade,02/09/2015,15/12/2015,T/D,Middle East,Saudi Arabia,Mecca,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,2,9,2015,,,1,Live,(Code 120-055): Age: Adult; Sex: 1U; Price: 30000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-120,
PT-2015-275,Possession/trade,03/09/2015,03/09/2015,D,Middle East,UAE,Dubai,Private farm,,,,A,Owner,C,Owner,B,D,Whatsapp,Confidential informant (02),3,9,2015,-7,,1,Live,Reported by owner: purchased from Instagram last week. All other cubs sold with this one died (unknown number). All were sold by ,0,0,1,0,0,,,Does not apply,POI/WB-024,
PT-2015-276,Possession/trade,03/09/2015,03/09/2015,D,Middle East,UAE,Dubai,WhatsApp group,,,,B,Source credibility,D,Original source,B,D,Whatsapp,Confidential informant (02),3,9,2015,,,6,Live,cheetahs have died in Dubai last week. Person reporting this is a cheetah owner in the UAE who has purchased cheetahs from Yemen.,0,0,0,6,0,,,Does not apply,Unknown,
PT-2015-277,Possession/trade,03/09/2015,03/09/2015,T,Middle East,Yemen,,WhatsApp group,Somalia/Somaliland,,,E,Source credibility,C,Trusted informant,B,D,Phone App,WhatsApp chat group via confidential informant (02),3,9,2015,,,58,Live,"46 cheetah cubs offered for wholesale in Yemen @$1,500 ea, plus 12 more arriving next day from Somalia (Somaliland?). Video and photos included. Person reporting this is a cheetah owner in the UAE who has purchased cheetahs from Yemen.",0,0,0,0,58,Identified seller on Instagram/YouTube as Saudi. 4-Sep-15: reported to CITES/Saudi authorities with dealer's info. CITES EA fwd to INTERPOL and WCO.,Unknown outcome.,Does not apply,Unknown,
PT-2015-278,Possession/trade,03/09/2015,19/09/2015,T/D,Middle East,Saudi Arabia,Mecca,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,3,9,2015,,,1,Live,(Code 120-056): Age: 3M; Sex: 1U; Price: 33000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-120,
PT-2015-279,Possession/trade,04/09/2015,22/09/2015,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,4,9,2015,,,1,Live,(Code 074-001): Age: 9M; Sex: 1U; Price: 25000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-074,
PT-2015-280,Possession/trade,05/09/2015,04/07/2020,T/D,Middle East,Saudi Arabia,Abha,Online,,,,D,Image search,E,Original source,B,C,Social Media,instagram.com,9,5,2015,,,1,Live,(Code 536-006): Age:  1Y; Sex:  1U; Price: Unk,0,0,0,0,1,,,Does not apply,POI/WB-536,
PT-2015-281,Possession/trade,06/09/2015,06/09/2015,T,Middle East,Yemen,,WhatsApp group,Somalia/Somaliland,,,A,Video,C,Original source,B,D,Phone App,WhatsApp chat group via confidential informant (02),6,9,2015,,,12,Live,Cubs arrived from Somalia/Somaliland.,0,0,0,0,12,Video on file. Reported to CITES Saudi Arabia and Enf Auth with info on dealer.,No reply.,Does not apply,Unknown,
PT-2015-282,Possession/trade,06/09/2015,10/01/2016,D,Middle East,Qatar,,Online,,,,D,Image search,E,Original source,F,C,eCommerce,mzadqatar.com,6,9,2015,,,1,Live,(Code 276-001): Age: Cub; Sex: 1U; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-276,
PT-2015-283,Possession/trade,06/09/2015,09/09/2020,T/D,Middle East,Saudi Arabia,,Online,,,,F,Image search,E,Original source,F,C,eCommerce,haraj.com.sa,6,9,2015,,,1,Live,(Code 577-001): Age: 5M; Sex: 1U; Price: Unk,0,0,0,0,1,,,Does not apply,POI/WB-577,
PT-2015-284,Possession/trade,07/09/2015,16/10/2015,T/D,Middle East,Saudi Arabia,Riyadh,Online,,,,D,Image search,E,Original source,F,C,Social Media,instagram.com,7,9,2015,,,2,Live,"(Code 021-004): Age: 2M; Sex: 1M, 1F; Price: 33000 SAR",0,0,0,0,2,,,Does not apply,POI/WB-021,
